clustering:GMM,22,0.7838405036726128,0.3389507596975848,14.040847539901733
clustering:GMM,22,0.9140725195289728,0.11028278332610089,7.763450622558594
clustering:GMM,22,0.9210679724845517,0.08863452733639283,3.1459033489227295
clustering:GMM,22,0.9657222805176635,0.05175429808812024,2.836615800857544
clustering:GMM,22,0.9659554622828495,0.10167567636974692,4.279578685760498
clustering:GMM,22,0.9345925148653376,0.02065018898373461,5.220682621002197
clustering:GMM,22,0.981578640550309,0.038762373860546755,7.462159872055054
clustering:GMM,22,0.980879095254751,0.04270999036445786,8.13418436050415
clustering:GMM,22,0.974699778477323,0.03856764735824166,7.567368030548096
clustering:GMM,22,0.9778477323073336,0.010396028301144859,3.0159764289855957
